Wall time,Step,Value
1756169145.7313876,40000,4.058099746704102
1756169359.062046,40100,1.4416818618774414
1756169487.1494336,40200,1.2543747425079346
1756169610.1527214,40300,1.2557979822158813
1756169738.796939,40400,1.8047815561294556
1756169861.3560066,40500,1.0973364114761353
1756169985.481022,40600,1.0271333456039429
1756170301.0589201,40700,0.9821080565452576
1756170429.9384274,40800,1.0997188091278076
1756170551.4626806,40900,1.0743906497955322
1756170671.9602194,41000,0.9575063586235046
1756170791.7569838,41100,0.9938579797744751
1756170931.2405128,41200,1.1115055084228516
1756171122.611162,41300,0.9861689805984497
1756171244.0496864,41400,0.9256253838539124
1756171366.3858025,41500,0.9533942937850952
1756171488.3453643,41600,0.9985007643699646
1756171609.844076,41700,0.9221563935279846
1756171725.7854736,41800,0.7785742282867432
1756171947.0988834,41900,1.1260823011398315
1756172085.9616811,42000,0.9576088786125183
1756172210.792633,42100,1.0105905532836914
1756172338.2308257,42200,1.0394808053970337
1756172465.9056797,42300,0.8521689176559448
1756172589.7476048,42400,0.8083714246749878
1756172785.7134984,42500,0.9657288193702698
1756172914.4642508,42600,1.568117380142212
1756173042.0904324,42700,0.9448081254959106
1756173171.2301085,42800,0.9543834924697876
1756173296.8135064,42900,0.9093008041381836
1756173420.6020954,43000,0.874534547328949
1756173575.40866,43100,1.1377129554748535
1756173752.5667338,43200,1.0083156824111938
1756173876.112096,43300,0.8038275241851807
1756173998.4403274,43400,0.8788063526153564
1756174122.515289,43500,1.3225173950195312
1756174242.311567,43600,0.7878265976905823
1756174363.2264104,43700,0.8140144944190979
1756174554.421497,43800,0.8889540433883667
1756174678.4317696,43900,0.923234224319458
1756174804.5460699,44000,0.8082407116889954
1756174924.4906738,44100,0.8875234723091125
1756175046.1459553,44200,0.8469163179397583
1756175166.9915965,44300,0.8025710582733154
1756175313.901092,44400,1.2011734247207642
1756175460.270493,44500,0.8654171228408813
1756175588.423833,44600,0.8674245476722717
1756175711.1431663,44700,2.02699875831604
1756175833.6148858,44800,0.8091621994972229
1756175956.1367433,44900,0.7537280321121216
1756176081.015295,45000,0.6959534883499146
1756176248.7225502,45100,2.2317421436309814
1756176374.8442574,45200,0.9141185283660889
1756176502.2139082,45300,0.8567623496055603
1756176625.5110025,45400,0.775932788848877
1756176750.7482202,45500,1.5761756896972656
1756176871.073338,45600,0.7458411455154419
1756177005.8147638,45700,1.0719399452209473
1756177229.8067632,45800,0.8787436485290527
1756177350.0529406,45900,0.8646589517593384
1756177466.8623471,46000,0.8258486986160278
1756177591.1935663,46100,0.8200648427009583
1756177708.0337167,46200,0.825063169002533
1756177824.7959456,46300,0.7967809438705444
1756177973.4502947,46400,0.9484348893165588
1756178103.5469685,46500,0.8918695449829102
1756178224.366738,46600,0.7260637283325195
1756178339.6278918,46700,0.7762309312820435
1756178454.4986641,46800,0.7638610601425171
1756178574.4773252,46900,0.7061814069747925
1756178686.2656085,47000,0.7621884346008301
1756178829.3607814,47100,0.776253342628479
1756178961.393866,47200,0.7731946110725403
1756179077.8269098,47300,0.7208848595619202
1756179192.4620101,47400,0.7084769010543823
1756179303.4992912,47500,0.7611693739891052
1756179418.9932404,47600,0.744724452495575
1756179533.6471703,47700,0.6892877221107483
1756179678.7980924,47800,0.8201791048049927
1756179810.4778893,47900,0.8287909030914307
1756179933.1139612,48000,0.7673165798187256
1756180058.147648,48100,0.7561193704605103
1756180173.4312031,48200,0.770716667175293
1756180290.0629532,48300,0.6658663153648376
1756180405.5184457,48400,0.6964738965034485
1756180538.543517,48500,0.7451282143592834
1756180678.7763581,48600,0.7974514961242676
1756180798.3975859,48700,0.7348822355270386
1756180914.1986368,48800,0.7030732035636902
1756181028.8363628,48900,0.7507407069206238
1756181154.1218655,49000,0.6428495645523071
1756181265.374044,49100,0.6452264785766602
1756181397.1667616,49200,0.6634003520011902
1756181532.0079148,49300,0.7596303224563599
1756181664.2354898,49400,0.6864263415336609
1756181785.0740035,49500,0.6540150046348572
1756181900.212605,49600,0.681643545627594
1756182015.5530472,49700,0.6934723258018494
1756182131.022006,49800,0.6210215091705322
1756182259.6956613,49900,0.8052212595939636
1756182397.3979146,50000,0.7749364972114563
1756182533.0213475,50100,0.7340906262397766
1756182657.926908,50200,1.445988416671753
1756182774.9315343,50300,0.7129915356636047
1756182885.750113,50400,0.6687613725662231
1756183017.7355852,50500,0.6964577436447144
1756183151.268576,50600,0.7466749548912048
1756183281.2609165,50700,0.7148467302322388
1756183405.3836522,50800,0.6525084376335144
1756183522.4732246,50900,0.722981333732605
1756183640.827934,51000,0.7049626111984253
1756183757.185307,51100,0.7294261455535889
1756183868.7973466,51200,0.6284886002540588
1756184025.6496325,51300,0.681130051612854
1756184154.5861762,51400,0.6862353682518005
1756184272.7579968,51500,0.6664806008338928
1756184387.0247235,51600,0.7301090955734253
1756184497.0593488,51700,0.6495184302330017
1756184615.928788,51800,0.6518761515617371
1756184732.3047383,51900,0.7115398645401001
1756184864.0028675,52000,0.7150329351425171
1756185003.6434383,52100,0.7139186263084412
1756185129.7792754,52200,0.6734142303466797
1756185244.7018065,52300,0.6850513219833374
1756185361.835268,52400,0.6852480173110962
1756185475.7075784,52500,0.659034252166748
1756185597.518657,52600,0.6563180685043335
1756185731.2790263,52700,0.6009162664413452
1756185851.2169838,52800,0.6950751543045044
1756185986.1731837,52900,0.6446712613105774
1756186097.3813384,53000,0.7355473041534424
1756186213.1091423,53100,0.626537561416626
1756186321.8277128,53200,0.661576509475708
1756186435.725613,53300,0.6385985016822815
1756186564.6170793,53400,0.6642450094223022
1756186693.4621403,53500,0.6818159222602844
1756186827.1728587,53600,0.7195400595664978
1756186940.2954204,53700,0.6503154635429382
1756187054.7962823,53800,0.9655390977859497
1756187170.2363195,53900,0.6139946579933167
1756187288.2197087,54000,0.620562732219696
1756187412.9023407,54100,0.7109391689300537
1756187547.5545826,54200,0.663801908493042
1756187687.7712967,54300,0.653192937374115
1756187813.1195126,54400,0.6966291069984436
1756187923.4204984,54500,0.6288368701934814
1756188036.8257132,54600,0.6371209621429443
1756188156.8805592,54700,0.6723349094390869
1756188279.7764223,54800,0.6339574456214905
1756188419.043101,54900,0.6295611262321472
1756188552.8446295,55000,0.6928037405014038
1756188672.927266,55100,0.6243952512741089
1756188791.6722648,55200,0.6008873581886292
1756188906.912098,55300,0.663028359413147
1756189022.1547563,55400,0.6168633103370667
1756189157.8045125,55500,0.6872842907905579
1756189288.2086008,55600,0.692387580871582
1756189422.2107556,55700,0.6247238516807556
1756189545.392001,55800,0.6325322389602661
1756189667.2658553,55900,0.6533768773078918
1756189781.3799143,56000,0.5510472655296326
1756189897.021313,56100,0.6505534052848816
1756190038.4113092,56200,0.6999337077140808
1756190180.7167275,56300,0.7062073349952698
1756190309.5287545,56400,0.645735502243042
1756190430.047164,56500,0.6853979825973511
1756190539.508338,56600,0.618952751159668
1756190652.4194794,56700,0.6138463020324707
1756190775.2255962,56800,0.5944559574127197
1756190901.9189775,56900,0.6359471082687378
1756191035.620701,57000,0.6670853495597839
1756191170.8779821,57100,0.7183810472488403
1756191292.2077956,57200,0.6032015681266785
1756191403.562587,57300,0.6932944655418396
1756191516.8563364,57400,0.6878503561019897
1756191635.8725493,57500,0.5940224528312683
1756191765.4599237,57600,0.5988770723342896
1756191885.3364441,57700,0.6126490831375122
1756192014.117154,57800,0.6279122233390808
1756192138.1995866,57900,0.7136722207069397
1756192253.1861668,58000,0.6393157243728638
1756192368.2235136,58100,0.595886766910553
1756192482.9461906,58200,0.5967170596122742
1756192608.4656513,58300,0.6265038251876831
1756192732.8067107,58400,0.6660588979721069
1756192864.4315321,58500,0.6493172645568848
1756192986.4904857,58600,0.6732191443443298
1756193104.33839,58700,0.6002867817878723
1756193228.6770456,58800,0.5630514025688171
1756193348.3675084,58900,0.5791348218917847
1756193476.6867805,59000,0.5828319191932678
1756193598.8486965,59100,0.6115128397941589
1756193728.3142734,59200,0.636651873588562
1756193849.2362337,59300,0.6466288566589355
1756193965.602814,59400,0.6074768900871277
1756194080.724799,59500,0.5804490447044373
1756194205.0239213,59600,0.6695975065231323
1756194350.3756227,59700,0.6821450591087341
1756194469.7692263,59800,0.6271700263023376
1756194617.982025,59900,0.6587895154953003
1756194740.861919,60000,0.6017485857009888
1756194861.4203463,60100,1.043738842010498
1756194976.510241,60200,0.6270625591278076
1756195096.3242626,60300,0.61688631772995
1756195231.6406422,60400,0.5942534804344177
1756195354.7931752,60500,0.6591101288795471
1756195482.3143637,60600,0.6211875081062317
1756195609.9470685,60700,0.6643021106719971
1756195720.5317802,60800,0.605873703956604
1756195837.7114117,60900,0.6329321265220642
1756195962.7341824,61000,0.6344587802886963
1756196115.1512432,61100,0.6452995538711548
1756196252.0191138,61200,0.6262737512588501
1756196389.5002809,61300,0.601547360420227
1756196507.0236483,61400,0.5962238311767578
1756196624.181673,61500,0.5949757099151611
1756196742.9149528,61600,0.5764954090118408
1756196883.2915394,61700,0.6633572578430176
1756197001.8311942,61800,0.7138268351554871
1756197134.6936674,61900,0.6064835786819458
1756197273.8722773,62000,0.5985114574432373
1756197426.500195,62100,0.5823715925216675
1756197544.0952842,62200,0.6007736921310425
1756197670.4019191,62300,0.5908145308494568
1756197800.566623,62400,0.6043974757194519
1756197927.6726983,62500,0.6037437319755554
1756198056.4257698,62600,0.6347969770431519
1756198192.6812966,62700,0.5506155490875244
1756198311.7433407,62800,0.5781463384628296
1756198429.0943365,62900,0.5680775046348572
1756198567.6998472,63000,0.6170868873596191
1756198704.2330852,63100,0.5777116417884827
1756198822.9179628,63200,0.6337081789970398
1756198955.097343,63300,0.6171432733535767
1756199072.6804664,63400,0.6228286027908325
1756199191.5490193,63500,0.5928658843040466
1756199304.4619641,63600,0.5843037366867065
1756199433.3194423,63700,0.6540601849555969
1756199575.1964188,63800,0.6251658201217651
1756199695.7724154,63900,0.626850426197052
1756199837.747706,64000,0.524562656879425
1756199966.3281515,64100,0.5793942809104919
1756200077.5340357,64200,0.5999274849891663
1756200210.5662086,64300,0.5689781308174133
1756200344.773529,64400,0.6171585321426392
1756200476.2780204,64500,0.6771910786628723
1756200612.023728,64600,0.6260574460029602
1756200771.7566116,64700,0.6395831108093262
1756200887.1840918,64800,0.6302329301834106
1756201019.768094,64900,0.5812656879425049
1756201143.9888763,65000,0.6272771954536438
1756201290.187638,65100,0.5643365383148193
1756201413.6427674,65200,0.6110635995864868
1756201599.058546,65300,0.5977381467819214
1756201755.1770694,65400,0.6232399940490723
1756201866.6135669,65500,0.5939478874206543
1756201999.6448355,65600,0.653652012348175
1756202155.864158,65700,0.5821726322174072
1756202276.9985166,65800,0.6363116502761841
1756202410.753519,65900,0.6079489588737488
1756202545.5907595,66000,0.561339795589447
1756202662.6702528,66100,0.5877733826637268
1756202780.869846,66200,0.5648804306983948
1756202953.7729807,66300,0.663555383682251
1756203112.59819,66400,0.5870798826217651
1756203252.6754308,66500,0.6268935799598694
1756203414.9854808,66600,0.62661212682724
1756203541.3345459,66700,0.5931916832923889
1756203658.8963017,66800,0.5866788625717163
1756203842.056413,66900,0.9445964097976685
1756203990.9069617,67000,0.6350523233413696
1756204129.4795513,67100,0.5991436243057251
1756204294.3954883,67200,0.6220665574073792
1756204427.392547,67300,0.605276882648468
1756204553.245887,67400,0.650955855846405
1756204692.188931,67500,0.5958232283592224
1756204825.695609,67600,0.5963418483734131
1756204959.0165777,67700,0.5871450901031494
1756205096.9199111,67800,0.6875433325767517
1756205255.7833772,67900,0.6204403042793274
1756205389.2526748,68000,0.6225770711898804
1756205550.8498845,68100,0.6452150344848633
1756205700.3260446,68200,0.6145636439323425
1756205854.0377457,68300,0.6560865044593811
1756206048.3288505,68400,0.571108341217041
1756206239.2841501,68500,0.5368396639823914
1756206374.970006,68600,0.5438043475151062
1756206524.905044,68700,0.579312801361084
1756206701.3341486,68800,0.6697252988815308
1756206842.7160559,68900,0.6471084952354431
1756206979.3567295,69000,0.569780707359314
1756207125.0200183,69100,0.6134144067764282
1756207276.6848414,69200,0.5970408320426941
1756207442.2504466,69300,0.5936388969421387
1756207604.497549,69400,0.6021127104759216
1756207764.6496027,69500,0.5663000345230103
1756207917.9045203,69600,0.6539813280105591
1756208097.3858984,69700,0.629606306552887
1756208273.3887868,69800,0.5694126486778259
1756208483.1158726,69900,0.6190399527549744
1756208631.5609179,70000,0.6330842971801758
1756208772.4650412,70100,0.6550341844558716
1756208938.1530275,70200,0.6046814322471619
1756209136.080583,70300,0.567193865776062
1756209265.837478,70400,0.5916162133216858
1756209441.7101333,70500,0.5749558210372925
1756209602.423102,70600,0.5763536095619202
1756209787.9163332,70700,0.6164333820343018
1756209930.0360413,70800,0.6250283718109131
1756210122.1149642,70900,0.6186108589172363
1756210284.6460085,71000,0.6182273626327515
1756210460.5426793,71100,0.5953627824783325
1756210587.548501,71200,0.611588716506958
1756210747.256304,71300,0.6675885319709778
1756210880.3402176,71400,0.6213394999504089
1756211035.1903806,71500,0.610482394695282
1756211222.2939978,71600,0.6588742733001709
1756211427.8445456,71700,0.6425608396530151
1756211605.205648,71800,0.6783985495567322
1756211774.7043571,71900,0.6069129705429077
1756211923.2534986,72000,0.5932651162147522
1756212099.419617,72100,0.6027532815933228
1756212243.9843476,72200,0.6247171759605408
1756212580.0577383,72300,0.5871368646621704
1756212722.9396267,72400,0.5618756413459778
1756212893.9634275,72500,0.606732964515686
1756213076.6776242,72600,0.594594419002533
1756213215.27187,72700,0.6096793413162231
1756213381.619881,72800,0.6192078590393066
1756213524.22783,72900,0.6203988790512085
1756213654.8547883,73000,0.628007173538208
1756213841.1365623,73100,0.6242794394493103
1756214011.391975,73200,0.5629112720489502
1756214153.6310523,73300,0.5438840389251709
1756214333.4468908,73400,0.5844787359237671
1756214465.052454,73500,0.55217444896698
1756214598.7064543,73600,0.6074474453926086
1756214759.582885,73700,0.6279978156089783
1756214926.9960394,73800,0.6200024485588074
1756215061.525967,73900,0.6181343197822571
1756215245.1505232,74000,0.593553900718689
1756215362.7115884,74100,0.5745595097541809
1756215489.557809,74200,0.634835422039032
1756215641.555445,74300,0.5937992334365845
1756215775.1558957,74400,0.6130099296569824
1756215941.6557944,74500,0.5590052604675293
1756216139.1637304,74600,0.5814828276634216
1756216292.7768152,74700,0.6073086261749268
1756216463.9247,74800,0.586393415927887
1756216598.164186,74900,0.6839699745178223
1756216839.8261716,75000,0.6103534698486328
1756216987.1738818,75100,1.0027620792388916
1756217139.2097082,75200,0.6311636567115784
1756217297.5793252,75300,0.6450923085212708
1756217462.65445,75400,0.5944598317146301
1756217617.868128,75500,0.6171273589134216
1756217789.54556,75600,0.6137207746505737
1756217934.5801036,75700,0.5842790007591248
1756218106.8469727,75800,0.6093043088912964
1756218256.0450988,75900,0.6146289706230164
1756218425.0491886,76000,0.5656863451004028
1756218621.624721,76100,0.5861648321151733
1756218748.1008396,76200,0.6400235295295715
1756218961.0449924,76300,0.627023458480835
1756219122.8805447,76400,0.6180387735366821
1756219270.2330956,76500,0.6072257161140442
1756219425.9928749,76600,0.6254987120628357
1756219554.4429145,76700,0.5918819904327393
1756219684.3089328,76800,0.6512680649757385
1756219813.510082,76900,0.6227686405181885
1756219978.2182245,77000,0.5635972619056702
1756220125.544026,77100,0.6201044917106628
1756220301.6364813,77200,0.630172073841095
1756220440.5681233,77300,0.6710031628608704
1756220572.3276472,77400,0.5834712386131287
1756220714.7310545,77500,0.6596444845199585
